Company Name,Rest of the Details
NAT GEO WILD,"['Production company and distributor', '1145 17th StrNW, Washington, DC 20036', '800-647-5463', 'channel.nationalgeographic.com/wild imdb.com/company/co0286617 twitter.com/natgeowild', 'Does not accept any unsolicited material. Genres include documentary.', 'NATURAL EIGHT CO.', 'Production company', '1-26-30-9F, Higashi, Shibuya, Tokyo 150-0011,', 'Japan', ' imdb.com/company/co0305810', 'Does not accept any unsolicited material. Project types include TV. Genres include documentary.', 'Yuka Ôhashi', 'President (Manager) imdb.com/name/nm2320290']"
NBC ENTERTAINMENT,"['Production company and distributor', '3000 W Alameda Ave, Burbank, CA 91523 818-840-4444', '100 Universal City Plaza, Universal City CA 91608 818-777-1000', '30 Rockefeller Plaza, New York, NY 10112 212-664-4444 (phone)', '212-664-5998 (fax)', 'imdb.com/company/co0048970', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, drama, and thriller.', 'Sean Serio Creative Director 818-777-1000', 'imdb.com/name/nm6321758']"
NBC PRODUCTIONS,"['Production company', '3000 W Alameda Ave, Burbank, CA 91523-0001 818-840-4444', 'nbcuni.com imdb.com/company/co0065874', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, crime, drama, family, fantasy, horror, non- fiction, romance, science fiction, thriller, and documentary. Established in 1947.', '\nNBC STUDIOS', 'Production company and distributor', '30 Rockefeller Plaza, New York, NY - 10112 212-664-4444', ' nbcuni.com imdb.com/company/co0022762 facebook.com/nbcuniversal twitter.com/NBCUniversal', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, crime, detective, drama, non-fiction, thriller, and documentary.']"
NBC UNIVERSAL,"['Production company', '30 Rockefeller Plaza, New York, NY 10112 212-664-4444', 'nbcuniversal.com facebook.com/nbcuniversal twitter.com/NBCUniversal', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include comedy, crime, drama, reality, thriller, period, and documentary. Established in 2009.', 'Pearlena Igbokwe', 'imdb.com/name/nm2303684', 'Marci Klein', 'Executive Producer imdb.com/name/nm0458885', 'Steve Burke', 'President imdb.com/name/nm4446434']"
NBC UNIVERSAL TELEVISION DISTRIBUTION,"['Production company, distributor, and sales agent', '3340 Peachtree Rd NE, Ste 711, Atlanta, GA 30326', '404-812-3712', '454 N Columbus Dr, 5th Floor, Chicago, IL 60611 312-836-5725', '30 Rockafeller Plaza, New York City, NY 10112 212-664-4444', '3400 W Olive Ave, Burbank, CA 91505 818-840-4444 (phone)', '818-866-1430 (fax)', 'nbcuni.com imdb.com/company/co0129175 linkedin.com/company/nbcuniversal-inc- facebook.com/nbcuniversal twitter.com/NBCUniversal', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, animation, comedy, crime, detective, drama, family, fantasy, horror, reality, science fiction, thriller, and documentary. Established in 1971.', 'Jennifer Nicholson-Salke President imdb.com/name/nm2323622', 'linkedin.com/pub/jennifer-vessio/6/b6b/436', 'Jerry DiCanio', 'imdb.com/name/nm3034292']"
NBR MEDIA,"['Sales agent', '1003 Riverside Dr, Old Hickory, TN 37138 323-828-9911', ' nbrmedia.com imdb.com/company/co0431893', 'Does not accept any unsolicited material. Project types include TV. Genres include science fiction and thriller.']"
N DESIGN,"['Production company', '3-47-21-2F, Ogikubo, Suginami, Tokyo 167-0051, Japan', '03-3392-1055 (phone)', '03-3392-1377 (fax)', ' ndesign.co.jp imdb.com/company/co0226013 facebook.com/ndesign.co.jp', '\nDoes not accept any unsolicited material. Project types include feature films, TV, and video games. Genres include action and science fiction.', 'Kôji Nozaki', 'President (Producer) imdb.com/name/nm1590974']"
NEAL STREET PRODUCTIONS,"['Production company and distributor', '26-28 Neal St, London WC2H 9QQ, UK', '+44207-240-8890 (phone)', '+44207-240-7099 (fax)', ' nealstreetproductions.com imdb.com/company/co0165439 twitter.com/nealstprods', 'Does not accept any unsolicited material. Project types include feature films, short films, and TV. Genres include fantasy.', 'Sam Mendes', 'Producer imdb.com/name/nm0005222']"
NECROPIA ENTERTAINMENT,"['Production company', '9171 Wilshire Blvd, Ste 300, Beverly Hills, CA 9021', '323-865-0547', 'imdb.com/company/co0368091', 'Does not accept any unsolicited material. Project types include feature films. Genres include action, fantasy, horror, myth, and science fiction.', 'Guillermo de Toro Director imdb.com/name/nm0868219']"
NEIGHBORHOOD WATCH,"['Production company', '37 Greenpoint Ave, Ste E1B, Brooklyn, NY 11222 718-486-6295', ' neighborhoodwatch.tv imdb.com/company/co0395263', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films. Genres include action, comedy, crime, drama, and romance. Established in 2011.']"
NELVANA,"['Production company and distributor', '25 Dockside Dr, Toronto, ON M5A 0B5, Canada 416-479-7000 (phone)', '416-530-2832 (fax)', 'nelvana.com imdb.com/company/co0015560', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include animation, comedy, crime, family, fantasy, romance, and science fiction.']"
NEO ART AND LOGIC,"['Production company', '5225 Wilshire Blvd Ste 501, Los Angeles, CA 90036', '323-451-2040', ' imdb.com/company/co0038165', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films and TV. Genres include action, animation, comedy, drama, family, fantasy, horror, science fiction, thriller, and documentary. Established in 2000.', 'Aaron Ockman imdb.com/name/nm1845744 linkedin.com/pub/aaron-ockman/7/530/94b', 'Joel Soisson', 'imdb.com/name/nm0812373', 'W. K. Border', 'imdb.com/name/nm0096176', 'Kirk Morri', 'Executive imdb.com/name/nm0606294']"
NEOCLASSICS FILMS,"['Distributor and sales agent', '\n3710 S Robertson Blvd Ste 230, Culver City CA 90232', '310-559-9200 (phone)', '310-559-9267 (fax)', '650 W Georgia St, Ste 1925, Vancouver , BC, Canada, V6B 4N8', '604-899-0150 (phone)', '604-899-0200 (fax)', ' neoclassicsfilms.com imdb.com/company/co0229678', 'Does not accept any unsolicited material. Project types include feature films. Genres include action, drama, family, and thriller.']"
NERVE DAMAGE FILMS,"['Production company', '5806 Maple St, Houston, TX 77074 imdb.com/company/co0341242', 'Does not accept any unsolicited material. Project types include short films. Genres include fantasy and romance.']"
NES RENTALS,"['Production company', '346 D St, Boston, MA 02127', '617-839-7929', ' nesrentals.com imdb.com/company/co0347396', 'Does not accept any unsolicited material. Project types include feature films. Genres include action, comedy, drama, family, and thriller. Established in 2011.']"
NEST CO.,"['Production company', '1-3-12-703, Kami Meguro, Meguro, Tokyo 153-0051, Japan', '03-5708-5415 (phone)', '03-5708-5416 (fax)', ' nest-web.jp', 'imdb.com/company/co0392433', 'Does not accept any unsolicited material. Project types include TV. Genres include drama.', 'Takashi Saitô', 'President (Manager) imdb.com/name/nm5246851']"
NEST FAMILY ENTERTAINMENT,"['Production company', '1421 S Beltline Rd, Ste 300, Coppell, TX 75019', '800-634-4298', 'nestlearning.com/nestentertainment.aspx imdb.com/company/co0004117 facebook.com/NestLearning twitter.com/NestLearning', 'Does not accept any unsolicited material. Project types include feature films, short films, and TV. Genres include animation, comedy, family, and fantasy.', 'Established in 1987.']"
NETFLIX,"['Production company and distributor', '345 N Maple Dr Ste 300, Beverly Hills CA 90210 310-734-2900', '100 Winchester Circle, Los Gatos, CA 95032 408-540-3700 (phone)', '408-540-3737 (fax)', 'netflix.com imdb.com/company/co0144901', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, drama, and family.']"
NETTAI,"['Distributor', '1-5-23-303, Okusawa, Setagaya, Tokyo 158-0083, Japan', '+81 337289919 (phone)', '+81 337289919 (fax)', ' imdb.com/company/co0210893', '\nDoes not accept any unsolicited material. Project types include TV. Genres include comedy.', 'Fumiaki Ikeda', 'Managing Director (Executive) imdb.com/name/nm3021410']"
NETTER PRODUCTIONS,"['Production company', '1645 Abbot Kinney Blvd, Ste 320, Venice, CA 90291', '310-566-5477 (phone)', '310-899-6722 (fax)', 'imdb.com/company/co0313933 linkedin.com/company/gil-netter-production facebook.com/pages/Gil-Netter-Productions/', '110136129048415', 'Does not accept any unsolicited material. Project types include feature films. Genres include action, comedy, drama, family, and romance.', 'Gil Netter', 'Producer imdb.com/name/nm0626696']"
NEVERENDING LIGHT PRODUCTIONS,"['Production company Los Angeles, CA Atlanta, GA', 'neverendinglight.com imdb.com/company/co0258566', 'Does not accept any unsolicited material. Project types include feature films. Genres include drama, horror, and reality. Established in 2008.']"
NEVER NOMINATED PRODUCTIONS,"['Production company', '6565 Sunset Blvd, Los Angeles, CA 323-466-9200', 'imdb.com/company/co0422094', 'Accepts query letters from produced or represented writers. Project types include TV. Established in 2013.', 'Courtland Cox', 'SVP of Development imdb.com/name/nm1202338']"
NEW AMSTERDAM ENTERTAINMENT,"['Production company', '142 W 44th St, PH-2, New York, NY 10036', '212-922-1930 (phone)', '212-997-1936 (fax)', ' newamsterdamnyc.com imdb.com/company/co0010962', 'facebook.com/pages/New-Amsterdam-Entertainment-', 'Inc twitter.com/wix', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, drama, fantasy, horror, science fiction, thriller, and documentary. Established in 1996.', 'Sara Reiner imdb.com/name/nm2200017 linkedin.com/pub/dir/Sara/Reiner', 'Michael Messina', 'imdb.com/name/nm0582175', 'Katherine Kolbert', 'imdb.com/name/nm0463946', 'Richard Rubinstein', 'CEO', 'imdb.com/name/nm0748283']"
NEW ARTISTS ALLIANCE,"['Production company', '16633 Ventura Blvd, #1440, Encino, CA 91436', '818-784-8341', ' newartistsalliance.com imdb.com/company/co0237280 facebook.com/naafilms twitter.com/naafilms', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films. Genres include action, drama, horror, and thriller.', 'Established in 2003.', '\nGabe Cowan  imdb.com/name/nm1410462', 'linkedin.com/pub/gabriel-cowan/79/849/863', 'John Suits  imdb.com/name/nm2986811']"
NEWARTS ENTERTAINMENT,"['Production company and distributor', 'Suite 6C 1620 Manhattan Ave, Union City, NJ 07087 imdb.com/company/co0345226', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films and short films. Genres include documentary.', 'Established in 2013.']"
NEWCOAST ENTERTAINMENT,"['Production company and financing company', '314 E 13th St, Houston, TX 77008 832-426-4148', ' imdb.com/company/co0357048', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films. Genres include comedy and documentary. Established in 2012.']"
NEW CRIME PRODUCTIONS,"['Production company', '1041 N Formosa Ave, Formosa Building, Room 219, West Hollywood, CA 90016', '323-850-2525', ' imdb.com/company/co0079035 facebook.com/pages/New-Crime-Productions/', '111870248875959', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films. Genres include comedy, drama, romance, and thriller.', 'John Cusack', 'Executive imdb.com/name/nm0000131', 'facebook.com/pages/John-Cusack/176246839075056']"
"NEW FIERCE ENTERTAINMENT, INC.","['Production company', '7656 Sunset Blvd, Los Angeles, CA 90046 310-860-1174 (phone)', '310-860-9946 (fax)', ' fierce-entertainment.com imdb.com/company/co0095383', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, drama, family, and thriller.']"
NEW FILMS INTERNATIONAL,"['Production company and sales agent', 'Calea Dorobanti, No. 234, Floor 2, App. 3, Bucharest,', 'District 1 010587, Romania', '40 21 322 55 60 (phone)', '40 21 322 55 60 (fax)', '14320 Ventura Blvd # 619, Sherman Oaks, CA 91423', '818-501-2720 (phone)', '818-501-2780 (fax)', ' newfilmsint.com imdb.com/company/co0084783 facebook.com/NewFilmsInternational', 'Does not accept any unsolicited material. Project types include feature films. Genres include drama, romance, and thriller.']"
NEW HORIZONS,"['Production company and distributor', '11600 San Vicente Blvd, Los Angeles, CA 90049 310-820-6733 (phone)', '310-207-6819 (fax)', ' newhorizonspictures.com imdb.com/company/co0061080', '\nDoes not accept any unsolicited material. Project types include feature films and TV. Genres include action, horror, science fiction, and thriller.']"
NEW KINGDOM PICTURES,"['Distributor', 'PO Box 140082, Orlando, FL 32814', ' newkingdompictures.com facebook.com/newkingdompictures', 'Does not accept any unsolicited material. Genres include family.']"
NEW LEAF LITERARY & MEDIA,"['Production company', '110 W 40th St, Ste 410, New York, NY 10018 646-248-7989 (phone)', '646-861-4654 (fax)', ' newleafliterary.com imdb.com/company/co0415802 facebook.com/NewLeafLiterary twitter.com/NewLeafLiterary', 'Does not accept any unsolicited material. Project types include feature films.']"
NEW LINE CINEMA,"['Studio', '4000 Warner Blvd Building 76, Burbank, CA 91522', '310-854-5811 (phone)', '310-854-1824 (fax)', 'warnerbros.com imdb.com/company/co0046718 linkedin.com/company/2470 facebook.com/warnerbrosent twitter.com/Warnerbrosent', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, crime, drama, family, fantasy, non-fiction, romance, science fiction, thriller, period, and documentary. Established in 1967.', 'Walter Hamada', 'imdb.com/name/nm1023578', 'Sam Brown imdb.com/name/nm1354041 Assistant: Celia Khong', 'Richard Brener imdb.com/name/nm0107196 Assistant: Kristin Schmidt', 'Toby Emmerich', 'President imdb.com/name/nm0256497 Assistant: Joshua Mack']"
NEW MEXICO STATE FILM OFFICE,"['Production company and distributor', 'Joseph Montoya Building, 1100 St Francis Dr, 1st Floor, Ste 1004, Santa Fe, NM, 87501', '505-476-5600 (phone)', '505-476-5601 (fax)', ' nmfilm.com', 'imdb.com/company/co0328919', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, drama, family, and thriller.', 'Tobi E. Ives', 'Senior Manager (Production) imdb.com/name/nm2628826']"
